timestamp,bearing_1_rms,bearing_2_rms,bearing_3_rms,bearing_4_rms
2004-02-12 10:32:39,0.07417899856512623,0.09094388696428075,0.10940413919878957,0.05410346803954669
2004-02-12 10:42:39,0.07538245681139528,0.09341888819652586,0.10981733168262023,0.05610085870694182
2004-02-12 10:52:39,0.07622977446919937,0.0937178978891739,0.10986104971344769,0.0561452192491155
2004-02-12 11:02:39,0.07872367646602975,0.09294709910708282,0.11066653439923697,0.05680743024340545
2004-02-12 11:12:39,0.07847429073677968,0.09534796855424806,0.1075055998723148,0.05684094146786386
2004-02-12 11:22:39,0.07831464139380724,0.09240471945595839,0.11051722747318346,0.05556592676089255
2004-02-12 11:32:39,0.07863244325857172,0.09391848531980072,0.10738791213109138,0.05627907668624504
2004-02-12 11:42:39,0.07777288022464836,0.09324051612714428,0.10623263552958902,0.05550468422307368
2004-02-12 11:52:39,0.07902942984262255,0.09585924383650357,0.11058641872246056,0.05585509861253156
2004-02-12 12:02:39,0.07571755989830316,0.09474187125009063,0.10977074854590418,0.0554596132439803
2004-02-12 12:12:39,0.07924111648011797,0.09514610526793123,0.10602371468766728,0.05552349455199686
2004-02-12 12:22:39,0.077638908086269,0.09332906725625129,0.10460412281437871,0.054774163029177134
2004-02-12 12:32:39,0.07740458087623109,0.09438051851622042,0.10442234914975398,0.05468983164672273
2004-02-12 12:42:39,0.07986468720103242,0.09484019788447104,0.10489408069125017,0.0562540167836651
2004-02-12 12:52:39,0.07921698007145074,0.09478245161824854,0.10366273438415563,0.05563200491356684
2004-02-12 13:02:39,0.07866177721938719,0.09463108158296882,0.10472389176238331,0.056322874235157555
2004-02-12 13:12:39,0.07845338360094803,0.09569390236174273,0.10870793053018833,0.056179606561094525
2004-02-12 13:22:39,0.07762277416041877,0.09294257404608772,0.10421540638377022,0.054829943062618625
2004-02-12 13:32:39,0.07782555832949016,0.09496679775469556,0.10522980038312282,0.055626265347265356
2004-02-12 13:42:39,0.07893316063389487,0.09547548411192398,0.10676083037492612,0.054763918928490224
2004-02-12 13:52:39,0.07902854786058722,0.09566555793288081,0.10561785917984882,0.0553470134201589
2004-02-12 14:02:39,0.07936328499916934,0.09608866576997063,0.10640429169453469,0.0552470092516328
2004-02-12 14:12:39,0.07948672040475141,0.09433478732476888,0.10652850378720535,0.054752911773313484
2004-02-12 14:22:39,0.07975294340914243,0.09627197243113518,0.10519049149972219,0.05664761120708225
2004-02-12 14:32:39,0.07938138784581765,0.09674150883281694,0.10800230439164829,0.056104046321739355
2004-02-12 14:42:39,0.07759187944533484,0.09475114455525722,0.10659309792566601,0.05549978093284468
2004-02-12 14:52:39,0.07774099563514575,0.09624643586136385,0.10562862258026053,0.05521808370070556
2004-02-12 15:02:39,0.07751394405806931,0.09513670186114098,0.10745514484796377,0.05549451030352574
2004-02-12 15:12:39,0.07827954401833694,0.0946834910454959,0.10655456096709622,0.05516388093459003
2004-02-12 15:22:39,0.07886118143611597,0.09587704859488337,0.10490864841241046,0.05524736189261664
2004-02-12 15:32:39,0.07858236746600665,0.09492215432057668,0.10487340000828083,0.05443486646901965
2004-02-12 15:42:39,0.08023091764702917,0.09489323050308963,0.10490426159867149,0.05680913167270074
2004-02-12 15:52:39,0.07742107025313345,0.09549172595865309,0.10425167981447889,0.055391673121254204
2004-02-12 16:02:39,0.07901612461528817,0.09626068173276278,0.10672920611294737,0.055981837787887734
2004-02-12 16:12:39,0.07823475415576188,0.097852774505967,0.10813122588650677,0.0555853180965138
2004-02-12 16:22:39,0.07812870584960675,0.09525619930408401,0.10287416843527825,0.055627612298210324
2004-02-12 16:32:39,0.07686189103169887,0.09595532942020796,0.10628541643185932,0.055640146726391504
2004-02-12 16:42:39,0.07986518700725069,0.09652050689855046,0.10492086955028299,0.05646707809160241
2004-02-12 16:52:39,0.07742917473155306,0.09548428550969461,0.10745294982354486,0.05610140094061824
2004-02-12 17:02:39,0.0784612560514543,0.09679553772280453,0.1068019414032348,0.05663766457780657
2004-02-12 17:12:39,0.0785959604559929,0.09723323431558137,0.10717779907814107,0.0563313886017101
2004-02-12 17:22:39,0.07866142681365101,0.09511981727627464,0.10526330592480339,0.05577357396414879
2004-02-12 17:32:39,0.07762854039078106,0.09504406769855496,0.10299200728431855,0.05507993835667393
2004-02-12 17:42:39,0.07820874324224403,0.09458627272644403,0.10185255408401647,0.055519513742917456
2004-02-12 17:52:39,0.07808856431612202,0.09683363683481196,0.10702843632250555,0.05538090932069913
2004-02-12 18:02:39,0.07648226248359404,0.09473453349195055,0.10497783178374197,0.055835726200278796
2004-02-12 18:12:39,0.07891327536794347,0.09578614613301667,0.10704842790984252,0.05600931972881277
