timestamp,bearing_1_rms,bearing_1_kurtosis,bearing_1_bpfo_energy,bearing_2_rms,bearing_2_kurtosis,bearing_2_bpfo_energy,bearing_3_rms,bearing_3_kurtosis,bearing_3_bpfo_energy,bearing_4_rms,bearing_4_kurtosis,bearing_4_bpfo_energy
2004-02-12 10:32:39,0.07417899856512623,0.6287626426442556,4083.8017903274936,0.09094388696428075,0.5068005370841773,2882.17974800437,0.10940413919878957,3.213074668222574,36695.45210744282,0.05410346803954669,0.06595905114862788,1322.1189056227618
2004-02-12 10:42:39,0.07538245681139528,0.6482910813108558,6039.736243767326,0.09341888819652586,0.25301376937623843,16983.433630310843,0.10981733168262023,1.3952499379815348,49643.139355790496,0.05610085870694182,0.10753933160081752,929.8019407257133
2004-02-12 10:52:39,0.07622977446919937,0.5134753088232071,2265.6351964673117,0.0937178978891739,0.3107892284776641,4936.045850282256,0.10986104971344769,2.639947862656676,20038.437135963606,0.0561452192491155,0.25723641276594833,861.1529331078964
2004-02-12 11:02:39,0.07872367646602975,1.157952723004808,2280.993232771784,0.09294709910708282,0.23534074042490039,5009.060836107592,0.11066653439923697,2.6827791177441718,14265.866103660923,0.05680743024340545,0.8061900787493554,1253.5628312598512
2004-02-12 11:12:39,0.07847429073677968,0.6031769286310373,2178.022355302711,0.09534796855424806,0.22630879489770805,9657.476965160504,0.1075055998723148,1.5783946520336087,31136.550586493435,0.05684094146786386,0.1389537967943335,1461.124543250225
2004-02-12 11:22:39,0.07831464139380724,0.4560936214628657,5446.24597615318,0.09240471945595839,0.18563759722622297,5496.546051511388,0.11051722747318346,1.8624281531683406,89684.313068575,0.05556592676089255,0.14940733837719344,2416.893368312428
2004-02-12 11:32:39,0.07863244325857172,0.4786149756059883,4902.318223019895,0.09391848531980072,0.25010839555129794,16604.392302560904,0.10738791213109138,1.8220329786922909,57330.889660171255,0.05627907668624504,0.10779375483252984,3422.682995233446
2004-02-12 11:42:39,0.07777288022464836,0.4719824550317826,4541.240983296611,0.09324051612714428,0.10375044921415588,5289.391555332965,0.10623263552958902,1.4448963659987744,83092.81441461066,0.05550468422307368,0.20979100466934808,1719.7717669545864
2004-02-12 11:52:39,0.07902942984262255,0.404514320897305,4669.806658749929,0.09585924383650357,0.4514264068174758,20223.955072338333,0.11058641872246056,2.3845540569234336,67434.59077066125,0.05585509861253156,0.15983731154509462,1897.5787022532015
2004-02-12 12:02:39,0.07571755989830316,0.32520331504832,7158.985080429186,0.09474187125009063,0.19603235889333703,18238.79040023673,0.10977074854590418,1.4615057334105144,164982.76313048933,0.0554596132439803,0.206106647540921,3228.7953439409284
2004-02-12 12:12:39,0.07924111648011797,0.4552119318712826,1634.4047408510114,0.09514610526793123,0.1700577747770562,5425.833322132255,0.10602371468766728,1.1014436437540747,15216.993737604778,0.05552349455199686,0.1744089633248347,1323.3114989264868
2004-02-12 12:22:39,0.077638908086269,0.6415150749455005,3518.6964561527925,0.09332906725625129,0.05914761962362114,15011.102987476066,0.10460412281437871,1.6360985486862392,22777.95629649348,0.054774163029177134,0.11005504146137568,3038.95869549174
2004-02-12 12:32:39,0.07740458087623109,0.3647260382142652,2175.2805039655286,0.09438051851622042,0.2904622065873399,14881.656102262368,0.10442234914975398,1.1545225133803472,11854.540811134282,0.05468983164672273,0.04491899115284825,1549.5192527165652
2004-02-12 12:42:39,0.07986468720103242,0.5982531546782233,2764.8204450182116,0.09484019788447104,0.10632066193073397,5107.338864496091,0.10489408069125017,1.5414655991864716,58431.967897345174,0.0562540167836651,0.10238368110662721,3067.755399786362
2004-02-12 12:52:39,0.07921698007145074,0.5511103583412886,4699.157367809373,0.09478245161824854,0.14024854233672412,13255.109164931662,0.10366273438415563,1.215237462759629,21917.937784157493,0.05563200491356684,0.07990004520874194,1444.0463594195342
2004-02-12 13:02:39,0.07866177721938719,0.5530516614826197,1816.3173213906443,0.09463108158296882,0.19598682545266177,3570.392098345583,0.10472389176238331,1.3682988461680416,46708.07140024805,0.056322874235157555,0.19387118398007352,453.76651059111043
2004-02-12 13:12:39,0.07845338360094803,0.47996609907349486,5014.288582907993,0.09569390236174273,0.16584819519362304,4332.087251445866,0.10870793053018833,2.0724590260877376,21562.784808268734,0.056179606561094525,0.21398033827271457,666.4847193373956
